Date,14/03/16,13/06/16,19/09/16,19/12/16,13/03/17,19/06/17,18/09/17,18/12/17,19/03/18,18/06/18,17/09/18,17/12/18,18/03/19,17/06/19,16/09/19,16/12/19
06/08/2013,98.1400,97.9600,97.7900,97.6200,97.4850,97.3600,97.2400,97.1325,97.0350,96.9500,96.8750,96.8000,96.7350,96.6700,96.6200,96.5675
05/08/2013,98.2300,98.0600,97.8950,97.7350,97.6050,97.4850,97.3700,97.2675,97.1750,97.0900,97.0150,96.9400,96.8800,96.8200,96.7700,96.7175
02/08/2013,98.3450,98.1800,98.0150,97.8500,97.7200,97.6000,97.4900,97.3925,97.3050,97.2250,97.1550,97.0800,97.0200,96.9600,96.9100,96.8625
01/08/2013,98.4700,98.3100,98.1500,97.9900,97.8600,97.7400,97.6300,97.5275,97.4350,97.3500,97.2750,97.1950,97.1300,97.0650,97.0100,96.9575
31/07/2013,98.3150,98.1350,97.9550,97.7750,97.6250,97.4850,97.3550,97.2425,97.1400,97.0450,96.9650,96.8800,96.8150,96.7450,96.6900,96.6325
30/07/2013,98.2800,98.0900,97.9050,97.7200,97.5600,97.4150,97.2800,97.1575,97.0450,96.9450,96.8600,96.7750,96.7050,96.6350,96.5750,96.5125
29/07/2013,98.2800,98.0950,97.9100,97.7300,97.5750,97.4350,97.3000,97.1775,97.0650,96.9600,96.8750,96.7900,96.7200,96.6500,96.5900,96.5275
26/07/2013,98.1400,97.9400,97.7450,97.5600,97.4050,97.2600,97.1250,97.0025,96.8900,96.7900,96.7050,96.6200,96.5500,96.4800,96.4200,96.3575
25/07/2013,98.1450,97.9500,97.7550,97.5650,97.4050,97.2600,97.1250,97.0025,96.8900,96.7850,96.7000,96.6150,96.5450,96.4750,96.4200,96.3575
24/07/2013,98.2200,98.0300,97.8450,97.6650,97.5100,97.3700,97.2350,97.1175,97.0050,96.9000,96.8100,96.7200,96.6450,96.5700,96.5100,96.4425
23/07/2013,98.2150,98.0300,97.8500,97.6750,97.5200,97.3800,97.2450,97.1275,97.0150,96.9100,96.8200,96.7300,96.6550,96.5750,96.5100,96.4425
22/07/2013,98.2700,98.0900,97.9100,97.7350,97.5850,97.4500,97.3200,97.2025,97.0900,96.9900,96.9000,96.8100,96.7350,96.6600,96.6000,96.5375
19/07/2013,98.3300,98.1550,97.9800,97.8050,97.6500,97.5100,97.3750,97.2525,97.1400,97.0350,96.9400,96.8450,96.7650,96.6850,96.6150,96.5425
18/07/2013,98.2650,98.0850,97.9100,97.7300,97.5750,97.4300,97.2900,97.1675,97.0550,96.9500,96.8550,96.7650,96.6900,96.6100,96.5450,96.4775
17/07/2013,98.2000,98.0150,97.8300,97.6450,97.4800,97.3300,97.1900,97.0675,96.9600,96.8600,96.7700,96.6850,96.6150,96.5400,96.4800,96.4175
16/07/2013,98.2100,98.0250,97.8400,97.6600,97.5000,97.3550,97.2200,97.1025,96.9950,96.8950,96.8150,96.7300,96.6650,96.5950,96.5400,96.4775
15/07/2013,98.2750,98.0850,97.8950,97.7050,97.5350,97.3800,97.2350,97.1025,96.9850,96.8750,96.7800,96.6900,96.6150,96.5400,96.4800,96.4125
12/07/2013,98.1850,97.9700,97.7550,97.5450,97.3600,97.1900,97.0300,96.8925,96.7700,96.6550,96.5600,96.4700,96.3950,96.3200,96.2550,96.1825
11/07/2013,98.0600,97.8450,97.6350,97.4300,97.2500,97.0850,96.9300,96.7925,96.6700,96.5600,96.4650,96.3750,96.3050,96.2300,96.1650,96.0975
10/07/2013,98.0600,97.8500,97.6450,97.4450,97.2700,97.1050,96.9550,96.8225,96.7050,96.5950,96.5050,96.4150,96.3450,96.2700,96.2100,96.1425
09/07/2013,97.9850,97.7750,97.5700,97.3700,97.1900,97.0250,96.8750,96.7425,96.6250,96.5150,96.4250,96.3300,96.2550,96.1800,96.1200,96.0525
08/07/2013,98.0500,97.8400,97.6350,97.4350,97.2600,97.1000,96.9500,96.8225,96.7100,96.6050,96.5150,96.4250,96.3500,96.2750,96.2150,96.1525
05/07/2013,97.9450,97.7350,97.5300,97.3350,97.1650,97.0100,96.8650,96.7375,96.6300,96.5250,96.4350,96.3500,96.2800,96.2100,96.1500,96.0875
03/07/2013,97.9300,97.7250,97.5250,97.3350,97.1750,97.0300,96.8900,96.7675,96.6600,96.5550,96.4650,96.3750,96.3000,96.2250,96.1650,96.1025
02/07/2013,98.0750,97.8750,97.6800,97.4950,97.3400,97.1950,97.0600,96.9375,96.8300,96.7300,96.6450,96.5550,96.4800,96.4050,96.3450,96.2825
01/07/2013,98.1050,97.9050,97.7100,97.5250,97.3700,97.2250,97.0900,96.9725,96.8700,96.7700,96.6850,96.5950,96.5250,96.4550,96.4000,96.3375
28/06/2013,98.1500,97.9550,97.7600,97.5700,97.4150,97.2700,97.1350,97.0125,96.9050,96.8000,96.7100,96.6200,96.5450,96.4700,96.4050,96.3425
27/06/2013,98.2000,98.0000,97.7950,97.5950,97.4300,97.2800,97.1450,97.0175,96.9050,96.7950,96.7000,96.6050,96.5300,96.4550,96.3900,96.3275
26/06/2013,98.1500,97.9450,97.7350,97.5300,97.3550,97.1950,97.0400,96.9075,96.7900,96.6750,96.5750,96.4800,96.4000,96.3200,96.2550,96.1875
25/06/2013,98.0700,97.8650,97.6550,97.4450,97.2700,97.1050,96.9500,96.8175,96.7000,96.5850,96.4850,96.3850,96.3050,96.2250,96.1550,96.0875
24/06/2013,97.9950,97.7750,97.5500,97.3300,97.1450,96.9700,96.8100,96.6675,96.5500,96.4350,96.3350,96.2400,96.1600,96.0800,96.0150,95.9525
21/06/2013,98.0100,97.7900,97.5650,97.3450,97.1600,96.9850,96.8200,96.6775,96.5600,96.4450,96.3450,96.2500,96.1700,96.0900,96.0250,95.9625
20/06/2013,97.9600,97.7350,97.5100,97.2900,97.1050,96.9250,96.7550,96.6075,96.4850,96.3650,96.2650,96.1650,96.0800,95.9950,95.9200,95.8475
19/06/2013,97.9800,97.7650,97.5550,97.3500,97.1800,97.0200,96.8700,96.7425,96.6350,96.5300,96.4350,96.3350,96.2600,96.1800,96.1100,96.0425
18/06/2013,97.8200,97.6000,97.3950,97.1950,97.0350,96.8800,96.7400,96.6125,96.5050,96.4050,96.3200,96.2300,96.1650,96.0950,96.0350,95.9725
17/06/2013,97.6650,97.4500,97.2400,97.0350,96.8700,96.7100,96.5650,96.4375,96.3300,96.2300,96.1450,96.0600,96.0000,95.9350,95.8800,95.8275
14/06/2013,97.4800,97.2500,97.0300,96.8150,96.6400,96.4750,96.3250,96.1925,96.0850,95.9900,95.9100,95.8250,95.7650,95.7050,95.6500,95.5975
13/06/2013,97.7000,97.4750,97.2600,97.0450,96.8700,96.7000,96.5350,96.3925,96.2700,96.1600,96.0650,95.9700,95.9000,95.8300,95.7700,95.7125
12/06/2013,97.5550,97.3200,97.0950,96.8750,96.6900,96.5150,96.3500,96.2075,96.0850,95.9750,95.8800,95.7900,95.7250,95.6650,95.6100,95.5525
11/06/2013,97.5400,97.3050,97.0750,96.8500,96.6600,96.4800,96.3100,96.1575,96.0300,95.9150,95.8200,95.7250,95.6600,95.5950,95.5400,95.4875
10/06/2013,97.4250,97.1800,96.9400,96.7050,96.5050,96.3200,96.1450,95.9925,95.8650,95.7500,95.6550,95.5650,95.5050,95.4400,95.3850,95.3325
07/06/2013,97.3150,97.0650,96.8200,96.5850,96.3850,96.2000,96.0300,95.8825,95.7600,95.6500,95.5600,95.4750,95.4200,95.3600,95.3100,95.2575
06/06/2013,97.1050,96.8600,96.6200,96.3950,96.2050,96.0250,95.8600,95.7175,95.5950,95.4900,95.4000,95.3150,95.2600,95.2000,95.1500,95.1025
05/06/2013,97.0800,96.8350,96.6000,96.3750,96.1850,96.0100,95.8450,95.7025,95.5800,95.4750,95.3850,95.3000,95.2450,95.1900,95.1450,95.0975
04/06/2013,97.1250,96.8800,96.6450,96.4200,96.2350,96.0600,95.8950,95.7525,95.6300,95.5200,95.4300,95.3450,95.2850,95.2250,95.1750,95.1225
03/06/2013,97.0600,96.8200,96.5850,96.3650,96.1800,96.0050,95.8400,95.6975,95.5750,95.4650,95.3750,95.2900,95.2350,95.1750,95.1250,95.0725
31/05/2013,97.0450,96.8100,96.5850,96.3700,96.1900,96.0200,95.8650,95.7325,95.6150,95.5100,95.4250,95.3450,95.2950,95.2400,95.1900,95.1375
30/05/2013,96.9600,96.7250,96.5000,96.2850,96.1050,95.9350,95.7800,95.6475,95.5300,95.4250,95.3400,95.2600,95.2100,95.1550,95.1050,95.0575
29/05/2013,97.0350,96.8050,96.5850,96.3750,96.2050,96.0450,95.8900,95.7525,95.6350,95.5300,95.4450,95.3650,95.3100,95.2550,95.2050,95.1525
28/05/2013,97.0700,96.8400,96.6200,96.4100,96.2400,96.0750,95.9250,95.7925,95.6800,95.5800,95.5000,95.4200,95.3650,95.3100,95.2600,95.2075
24/05/2013,97.0800,96.8450,96.6200,96.4050,96.2300,96.0650,95.9100,95.7725,95.6550,95.5500,95.4650,95.3800,95.3250,95.2700,95.2200,95.1675
23/05/2013,97.0500,96.8150,96.5950,96.3800,96.2050,96.0400,95.8850,95.7525,95.6350,95.5300,95.4450,95.3600,95.3050,95.2500,95.2000,95.1525
22/05/2013,96.9900,96.7550,96.5300,96.3150,96.1350,95.9700,95.8200,95.6875,95.5750,95.4750,95.3950,95.3150,95.2650,95.2100,95.1600,95.1125
21/05/2013,97.0350,96.8000,96.5800,96.3650,96.1900,96.0250,95.8750,95.7475,95.6350,95.5350,95.4550,95.3800,95.3300,95.2750,95.2300,95.1825
20/05/2013,96.9900,96.7600,96.5450,96.3350,96.1600,96.0000,95.8500,95.7225,95.6100,95.5100,95.4300,95.3500,95.2950,95.2400,95.1950,95.1475
17/05/2013,96.9600,96.7300,96.5150,96.3050,96.1300,95.9700,95.8200,95.6925,95.5800,95.4800,95.4000,95.3250,95.2750,95.2250,95.1800,95.1325
16/05/2013,96.8700,96.6400,96.4200,96.2100,96.0350,95.8700,95.7200,95.5875,95.4750,95.3700,95.2850,95.2050,95.1500,95.0950,95.0500,95.0025
15/05/2013,96.6550,96.4300,96.2200,96.0250,95.8600,95.7050,95.5650,95.4425,95.3350,95.2400,95.1600,95.0800,95.0250,94.9750,94.9300,94.8875
14/05/2013,96.7550,96.5300,96.3200,96.1200,95.9550,95.7950,95.6450,95.5125,95.3950,95.2900,95.2000,95.1150,95.0600,95.0050,94.9600,94.9175
13/05/2013,96.7000,96.4800,96.2750,96.0800,95.9200,95.7650,95.6250,95.4975,95.3850,95.2850,95.2000,95.1200,95.0650,95.0100,94.9650,94.9175
10/05/2013,96.5750,96.3600,96.1600,95.9700,95.8150,95.6700,95.5350,95.4125,95.3050,95.2100,95.1350,95.0600,95.0100,94.9600,94.9150,94.8675
09/05/2013,96.6500,96.4300,96.2300,96.0350,95.8750,95.7250,95.5850,95.4625,95.3550,95.2600,95.1850,95.1100,95.0600,95.0150,94.9750,94.9275
08/05/2013,96.7600,96.5350,96.3250,96.1250,95.9600,95.8000,95.6550,95.5275,95.4200,95.3200,95.2400,95.1600,95.1100,95.0650,95.0250,94.9775
07/05/2013,96.8450,96.6200,96.4050,96.2000,96.0300,95.8700,95.7250,95.5975,95.4900,95.3900,95.3100,95.2300,95.1800,95.1350,95.0950,95.0475
06/05/2013,97.0250,96.7950,96.5800,96.3700,96.1950,96.0300,95.8800,95.7475,95.6350,95.5350,95.4500,95.3700,95.3150,95.2650,95.2200,95.1675
03/05/2013,97.0550,96.8300,96.6150,96.4100,96.2400,96.0800,95.9300,95.8025,95.6900,95.5900,95.5050,95.4250,95.3700,95.3200,95.2750,95.2225
02/05/2013,97.0000,96.7750,96.5600,96.3550,96.1850,96.0250,95.8750,95.7475,95.6350,95.5300,95.4450,95.3650,95.3100,95.2600,95.2150,95.1625
01/05/2013,96.8750,96.6550,96.4450,96.2400,96.0700,95.9100,95.7650,95.6375,95.5250,95.4200,95.3350,95.2550,95.2000,95.1500,95.1050,95.0525
30/04/2013,96.8650,96.6450,96.4350,96.2350,96.0700,95.9150,95.7700,95.6425,95.5300,95.4250,95.3400,95.2600,95.2050,95.1500,95.1000,95.0425
29/04/2013,96.8850,96.6650,96.4550,96.2550,96.0900,95.9300,95.7850,95.6575,95.5450,95.4450,95.3600,95.2800,95.2250,95.1700,95.1250,95.0725
26/04/2013,96.8950,96.6750,96.4650,96.2650,96.1000,95.9400,95.7950,95.6675,95.5550,95.4550,95.3750,95.2950,95.2400,95.1900,95.1450,95.0925
25/04/2013,96.9200,96.7000,96.4950,96.3000,96.1350,95.9800,95.8350,95.7075,95.5950,95.4950,95.4100,95.3300,95.2750,95.2250,95.1800,95.1275
24/04/2013,96.8700,96.6500,96.4450,96.2500,96.0850,95.9300,95.7850,95.6575,95.5400,95.4350,95.3500,95.2700,95.2150,95.1600,95.1150,95.0625
23/04/2013,96.7250,96.5050,96.2950,96.1000,95.9350,95.7800,95.6350,95.5075,95.3900,95.2850,95.2000,95.1200,95.0650,95.0150,94.9700,94.9225
22/04/2013,96.8600,96.6350,96.4250,96.2250,96.0600,95.9000,95.7550,95.6225,95.5050,95.4000,95.3150,95.2300,95.1750,95.1250,95.0800,95.0325
19/04/2013,96.8950,96.6700,96.4600,96.2600,96.0900,95.9300,95.7800,95.6475,95.5300,95.4250,95.3400,95.2550,95.1950,95.1400,95.0900,95.0425
18/04/2013,96.8800,96.6550,96.4400,96.2350,96.0650,95.9000,95.7500,95.6175,95.5000,95.3950,95.3050,95.2150,95.1550,95.1000,95.0500,95.0025
17/04/2013,96.9300,96.7000,96.4850,96.2800,96.1050,95.9350,95.7800,95.6425,95.5250,95.4150,95.3250,95.2300,95.1650,95.1050,95.0500,94.9975
16/04/2013,96.8300,96.6100,96.4050,96.2050,96.0350,95.8700,95.7200,95.5875,95.4750,95.3650,95.2750,95.1800,95.1150,95.0600,95.0050,94.9525
15/04/2013,96.8100,96.5950,96.3950,96.2000,96.0350,95.8750,95.7300,95.5975,95.4850,95.3800,95.2900,95.2000,95.1400,95.0850,95.0350,94.9825
12/04/2013,96.8000,96.5850,96.3850,96.1900,96.0300,95.8700,95.7250,95.5975,95.4900,95.3850,95.3000,95.2150,95.1600,95.1050,95.0550,95.0075
11/04/2013,96.7650,96.5500,96.3500,96.1550,95.9950,95.8400,95.6950,95.5675,95.4600,95.3600,95.2800,95.1950,95.1400,95.0900,95.0450,94.9975
10/04/2013,96.8200,96.6100,96.4100,96.2200,96.0650,95.9150,95.7750,95.6525,95.5500,95.4500,95.3700,95.2850,95.2350,95.1850,95.1400,95.0925
09/04/2013,96.7100,96.5050,96.3150,96.1300,95.9750,95.8250,95.6850,95.5625,95.4600,95.3600,95.2800,95.2000,95.1500,95.1000,95.0600,95.0175
08/04/2013,96.6800,96.4800,96.2900,96.1100,95.9600,95.8100,95.6750,95.5525,95.4500,95.3500,95.2700,95.1900,95.1400,95.0950,95.0550,95.0125
05/04/2013,96.7000,96.5050,96.3200,96.1400,95.9950,95.8500,95.7150,95.5925,95.4900,95.3900,95.3100,95.2300,95.1800,95.1300,95.0850,95.0425
04/04/2013,96.6100,96.4150,96.2350,96.0600,95.9150,95.7700,95.6350,95.5175,95.4150,95.3150,95.2350,95.1550,95.1050,95.0550,95.0100,94.9675
03/04/2013,96.5900,96.4000,96.2250,96.0500,95.9050,95.7600,95.6300,95.5125,95.4100,95.3150,95.2400,95.1600,95.1100,95.0600,95.0150,94.9725
02/04/2013,96.5850,96.3950,96.2200,96.0450,95.9000,95.7550,95.6200,95.5025,95.4000,95.3000,95.2200,95.1400,95.0900,95.0400,95.0000,94.9575
01/04/2013,96.5600,96.3650,96.1850,96.0100,95.8650,95.7200,95.5850,95.4675,95.3650,95.2650,95.1850,95.1050,95.0550,95.0050,94.9650,94.9275
28/03/2013,96.5250,96.3350,96.1600,95.9850,95.8400,95.6950,95.5650,95.4525,95.3550,95.2600,95.1850,95.1050,95.0550,95.0050,94.9650,94.9275
27/03/2013,96.5300,96.3400,96.1650,95.9950,95.8550,95.7150,95.5900,95.4775,95.3800,95.2900,95.2150,95.1400,95.0900,95.0450,95.0100,94.9725
26/03/2013,96.6050,96.4100,96.2300,96.0550,95.9150,95.7750,95.6450,95.5325,95.4350,95.3450,95.2700,95.1950,95.1450,95.1000,95.0650,95.0275
25/03/2013,96.5500,96.3550,96.1800,96.0050,95.8650,95.7250,95.5950,95.4825,95.3850,95.2950,95.2200,95.1450,95.1000,95.0550,95.0200,94.9825
22/03/2013,96.5050,96.3150,96.1400,95.9650,95.8250,95.6850,95.5550,95.4425,95.3450,95.2550,95.1800,95.1050,95.0600,95.0150,94.9800,94.9425
21/03/2013,96.4750,96.2850,96.1100,95.9350,95.7950,95.6550,95.5250,95.4125,95.3150,95.2250,95.1500,95.0750,95.0250,94.9800,94.9450,94.9075
20/03/2013,96.5350,96.3450,96.1700,96.0000,95.8600,95.7200,95.5900,95.4725,95.3750,95.2850,95.2150,95.1350,95.0850,95.0400,95.0050,94.9675
19/03/2013,96.4950,96.3100,96.1400,95.9700,95.8350,95.6950,95.5650,95.4475,95.3450,95.2550,95.1850,95.1050,95.0550,95.0100,94.9750,94.9375
18/03/2013,96.5600,96.3700,96.2000,96.0300,95.8950,95.7600,95.6300,95.5125,95.4100,95.3200,95.2500,95.1700,95.1200,95.0750,95.0400,95.0025
15/03/2013,96.5100,96.3200,96.1500,95.9850,95.8500,95.7150,95.5900,95.4775,95.3800,95.2950,95.2250,95.1500,95.1050,95.0650,95.0300,94.9925
14/03/2013,96.4950,96.3100,96.1400,95.9800,95.8500,95.7200,95.5950,95.4875,95.3950,95.3100,95.2400,95.1650,95.1200,95.0800,95.0450,95.0075
13/03/2013,96.4150,96.2300,96.0600,95.9000,95.7650,95.6350,95.5100,95.4025,95.3100,95.2250,95.1550,95.0800,95.0350,94.9950,94.9650,94.9275
12/03/2013,96.3950,96.2100,96.0400,95.8750,95.7400,95.6050,95.4800,95.3725,95.2800,95.1950,95.1250,95.0500,95.0050,94.9600,94.9250,94.8875
11/03/2013,96.3550,96.1650,95.9900,95.8250,95.6900,95.5550,95.4300,95.3225,95.2300,95.1450,95.0750,95.0050,94.9600,94.9200,94.8900,94.8525
08/03/2013,96.3450,96.1550,95.9750,95.8050,95.6650,95.5300,95.4100,95.3075,95.2200,95.1350,95.0700,95.0000,94.9550,94.9150,94.8850,94.8475
07/03/2013,96.3050,96.1150,95.9350,95.7650,95.6250,95.4900,95.3700,95.2675,95.1800,95.0950,95.0300,94.9600,94.9150,94.8750,94.8450,94.8075
06/03/2013,96.2150,96.0350,95.8700,95.7150,95.5850,95.4600,95.3450,95.2425,95.1550,95.0700,95.0050,94.9400,94.8950,94.8550,94.8250,94.7875
05/03/2013,96.2450,96.0650,95.9050,95.7500,95.6200,95.5000,95.3900,95.2925,95.2050,95.1250,95.0600,94.9950,94.9550,94.9150,94.8850,94.8475
04/03/2013,96.1750,96.0050,95.8500,95.6950,95.5700,95.4500,95.3400,95.2425,95.1550,95.0750,95.0100,94.9450,94.9000,94.8600,94.8300,94.7925
01/03/2013,96.1100,95.9350,95.7750,95.6200,95.4950,95.3800,95.2700,95.1775,95.0950,95.0200,94.9600,94.9000,94.8600,94.8200,94.7900,94.7575
28/02/2013,96.1350,95.9550,95.7950,95.6350,95.5100,95.3900,95.2800,95.1875,95.1050,95.0250,94.9600,94.8950,94.8550,94.8150,94.7850,94.7525
27/02/2013,96.2000,96.0200,95.8550,95.6950,95.5650,95.4450,95.3300,95.2325,95.1450,95.0650,95.0000,94.9350,94.8950,94.8550,94.8250,94.7925
26/02/2013,96.1950,96.0150,95.8500,95.6850,95.5550,95.4350,95.3200,95.2175,95.1300,95.0500,94.9850,94.9200,94.8800,94.8400,94.8100,94.7775
25/02/2013,96.1050,95.9250,95.7650,95.6050,95.4800,95.3650,95.2550,95.1575,95.0700,94.9900,94.9250,94.8600,94.8200,94.7800,94.7500,94.7175
22/02/2013,96.0150,95.8400,95.6850,95.5300,95.4050,95.2900,95.1800,95.0825,95.0000,94.9200,94.8550,94.7900,94.7500,94.7100,94.6800,94.6475
21/02/2013,96.0550,95.8800,95.7200,95.5650,95.4400,95.3200,95.2100,95.1125,95.0250,94.9450,94.8800,94.8100,94.7650,94.7250,94.6950,94.6625
20/02/2013,96.0000,95.8300,95.6750,95.5200,95.3950,95.2750,95.1650,95.0725,94.9900,94.9100,94.8450,94.7750,94.7300,94.6900,94.6650,94.6325
19/02/2013,95.8900,95.7250,95.5750,95.4250,95.3050,95.1900,95.0800,94.9875,94.9100,94.8350,94.7750,94.7150,94.6800,94.6350,94.6100,94.5775
15/02/2013,95.9000,95.7350,95.5850,95.4350,95.3200,95.2050,95.1000,95.0075,94.9350,94.8600,94.8050,94.7450,94.7100,94.6650,94.6400,94.6075
14/02/2013,95.8900,95.7250,95.5750,95.4300,95.3150,95.2050,95.1000,95.0075,94.9350,94.8650,94.8150,94.7550,94.7200,94.6800,94.6600,94.6325
13/02/2013,95.9500,95.7850,95.6350,95.4900,95.3750,95.2650,95.1600,95.0675,94.9950,94.9250,94.8750,94.8150,94.7800,94.7400,94.7200,94.6925
12/02/2013,96.0400,95.8750,95.7250,95.5800,95.4650,95.3550,95.2500,95.1575,95.0850,95.0150,94.9600,94.9000,94.8600,94.8200,94.7950,94.7625
11/02/2013,95.9950,95.8300,95.6850,95.5400,95.4300,95.3250,95.2250,95.1325,95.0600,94.9950,94.9450,94.8850,94.8500,94.8150,94.7900,94.7575
08/02/2013,95.9700,95.8000,95.6450,95.4950,95.3800,95.2650,95.1700,95.0775,95.0100,94.9450,94.8950,94.8350,94.8000,94.7650,94.7400,94.7075
07/02/2013,96.0050,95.8350,95.6800,95.5300,95.4150,95.3000,95.1950,95.0975,95.0250,94.9600,94.9100,94.8500,94.8100,94.7700,94.7450,94.7125
06/02/2013,95.9350,95.7700,95.6200,95.4700,95.3600,95.2500,95.1500,95.0575,94.9850,94.9200,94.8700,94.8100,94.7750,94.7350,94.7100,94.6775
05/02/2013,95.9750,95.8050,95.6500,95.5000,95.3850,95.2750,95.1700,95.0775,95.0100,94.9450,94.8950,94.8400,94.8050,94.7650,94.7400,94.7125
04/02/2013,96.0000,95.8250,95.6650,95.5100,95.3900,95.2750,95.1650,95.0675,94.9950,94.9300,94.8800,94.8250,94.7900,94.7500,94.7250,94.6975
01/02/2013,96.0450,95.8600,95.6900,95.5250,95.3950,95.2750,95.1650,95.0675,94.9950,94.9250,94.8750,94.8200,94.7850,94.7450,94.7200,94.6925
31/01/2013,96.1300,95.9450,95.7750,95.6100,95.4850,95.3600,95.2450,95.1425,95.0700,95.0000,94.9450,94.8850,94.8450,94.8050,94.7800,94.7475
30/01/2013,96.1500,95.9600,95.7850,95.6150,95.4850,95.3600,95.2450,95.1425,95.0650,95.0000,94.9450,94.8850,94.8500,94.8100,94.7850,94.7575
